title,url,source,published_date,published_time,keyword,sentiment,relevance_score,country,location,latitude,longitude
UK towns and cities hit by flash flooding 51 times since 2007,https://www.theguardian.com/environment/2022/jan/05/uk-towns-and-cities-hit-by-flash-flooding-51-times-since-2007,The Guardian,05-01-2022,06:00:34,flood,neutral,1,England,east of England,52.2199774,0.4875777
South American weevils released in UK waterways to tackle invasive weed,https://www.theguardian.com/environment/2022/may/17/south-american-weevils-released-uk-waterways-tackle-invasive-weed-floating-pennywort,The Guardian,17-05-2022,05:00:48,flood,neutral,0.229885057,England,London,51.5074,-0.1278
Falling birds and dehydrated hedgehogs: heatwave takes its toll on UK wildlife,https://www.theguardian.com/environment/2022/jul/25/falling-birds-and-dehydrated-hedgehogs-heatwave-takes-its-toll-on-wildlife-aoe,The Guardian,25-07-2022,06:45:28,flood,negative,0.07751938,England,Oxfordshire,51.833333,-1.25
"Weir today, gone tomorrow: work starts to free Cumbrian river",https://www.theguardian.com/environment/2022/jul/04/cumbria-free-river-kent-weir-removal-biodiversity-aoe,The Guardian,04-07-2022,06:30:35,flood,positive,0.381194409,England,Kent,51.2070748,0.7210362
"Hosepipe bans, water butts and beavers: what can we do to combat drought in Britain?",https://www.theguardian.com/environment/2022/aug/06/britain-drought-measures-hosepipe-bans-beavers-warer-butts,The Guardian,06-08-2022,07:00:09,flood,positive,0.355555556,Scotland,Scotland,56.7861112,-4.1140518
Were quite fed up: Britons on weathering the aftermath of three storms,https://www.theguardian.com/environment/2022/feb/22/were-quite-fed-up-britons-on-weathering-the-aftermath-of-three-storms,The Guardian,22-02-2022,06:00:04,flood,negative,0.542888165,England,London,51.5074456,-0.1277653
Danger to life warnings in West Midlands after flooding,https://www.theguardian.com/environment/2022/feb/23/danger-to-life-warnings-in-west-midlands-after-flooding,The Guardian,23-02-2022,17:25:57,flood,neutral,1,England,Worcestershire,52.2109495,-2.1569555
"Climate crisis could wipe 1% a year off UK economy by 2045, say ministers",https://www.theguardian.com/environment/2022/jan/17/climate-crisis-1-percent-a-year-off-uk-economy-by-2045,The Guardian,17-01-2022,19:22:48,flood,positive,0.584795322,England,London,51.5074,-0.1278
"Green opportunities missed in UK levelling up strategy, say experts",https://www.theguardian.com/environment/2022/feb/02/green-opportunities-missed-in-uk-levelling-up-strategy-say-experts,The Guardian,02-02-2022,19:38:46,flood,positive,0.143061516,England,London,51.5074,-0.1278
"South Africas April floods made twice as likely by climate crisis, scientists say",https://www.theguardian.com/environment/2022/may/13/south-africa-floods-climate-crisis-global-heating,The Guardian,13-05-2022,11:01:10,flood,negative,1,England,London,51.5074456,-0.1277653
Burst water main in north London causes anger amid drought crisis,https://www.theguardian.com/environment/2022/aug/08/burst-water-main-in-north-london-islington-causes-anger-amid-drought-crisis,The Guardian,08-08-2022,15:03:10,flood,negative,1,England,Stoke,53.0162014,-2.1812607
You cant control what beavers do or how they do it! Could rewilding help England fight droughts?,https://www.theguardian.com/environment/2022/aug/24/you-cant-control-what-beavers-do-or-how-they-do-it-could-rewilding-help-england-fight-droughts,The Guardian,24-08-2022,09:00:31,flood,positive,0.870322019,England,Devon,50.7241405,-3.6607788
This is what a river should look like: Dutch rewilding project turns back the clock 500 years,https://www.theguardian.com/environment/2022/sep/20/dutch-rewilding-project-turns-back-the-clock-500-years-aoe,The Guardian,20-09-2022,11:56:41,flood,positive,0.757575758,England,London,51.5074,-0.1278
"Access to green space must be priority for land use in England, peers say",https://www.theguardian.com/environment/2022/dec/13/access-green-space-priority-land-use-england-peers-say,The Guardian,13-12-2022,07:53:00,flood,positive,0.204918033,England,Norfolk,52.666667,1
Its a bribe: the coastal areas that could become the UKs nuclear dump,https://www.theguardian.com/environment/2022/may/17/its-a-bribe-the-coastal-areas-that-could-become-the-uks-nuclear-dump,The Guardian,17-05-2022,06:00:50,flood,positive,0.06574622,England,Nottingham,52.9534193,-1.1496461
Sky and the Australian find no evidence of a climate emergency  they werent looking hard enough | Temperature Check,https://www.theguardian.com/environment/2022/sep/22/sky-and-the-australian-find-no-evidence-of-a-climate-emergency-they-werent-looking-hard-enough,The Guardian,22-09-2022,00:00:42,flood,neutral,0.09487666,Wales,Wales,52.2928116,-3.73893
"England must reduce meat intake to avoid climate breakdown, says food tsar",https://www.theguardian.com/environment/2022/aug/16/england-must-reduce-meat-dairy-intake-says-henry-dimbleby,The Guardian,16-08-2022,12:26:45,flood,positive,0.080906149,England,London,51.5074,-0.1278
Five crucial issues in fight to save planet  and what Cop27 did about them,https://www.theguardian.com/environment/2022/nov/19/five-crucial-issues-in-fight-to-save-planet-and-what-cop27-did-about-them,The Guardian,19-11-2022,19:27:54,flood,negative,0.448430493,Scotland,Glasgow,55.861155,-4.2501687
There is an alternative to disruptive climate protest,https://www.theguardian.com/environment/2022/jul/26/there-is-an-alternative-to-disruptive-climate-protest,The Guardian,26-07-2022,17:51:06,flood,positive,0.173611111,England,Birmingham,52.4796992,-1.9026911
Like a computer reset: Exmoor river to be liberated in pioneering project,https://www.theguardian.com/environment/2022/oct/14/exmoor-river-aller-pioneering-project,The Guardian,14-10-2022,06:00:29,flood,positive,0.641848524,England,Nottingham,52.9534193,-1.1496461
Investment zones could be allowed in Englands national parks,https://www.theguardian.com/global/2022/oct/03/investment-zones-could-be-allowed-in-englands-national-parks,The Guardian,03-10-2022,12:04:49,flood,positive,0.137551582,England,London,51.5074,-0.1278
NFU president: farmers are pawns in Brexit negotiations,https://www.theguardian.com/environment/2022/jan/29/nfu-president-farmers-are-pawns-in-brexit-negotiations,The Guardian,29-01-2022,16:00:03,flood,negative,0.161030596,England,London,51.5074,-0.1278
Former environment secretary urges successor not to drop nature-friendly farming scheme,https://www.theguardian.com/environment/2022/oct/03/uk-government-urged-not-to-abandon-nature-recovery-farming-schemes,The Guardian,03-10-2022,11:25:52,flood,positive,0.113765643,England,Norfolk,52.666667,1
A moment of reckoning for the water industry,https://www.theguardian.com/environment/2022/aug/15/a-moment-of-reckoning-for-the-water-industry,The Guardian,15-08-2022,16:22:45,flood,neutral,0.182149362,England,Sheffield,53.3806626,-1.4702278
A beautiful milestone: coral grown in Great Barrier Reef nursery spawns for first time,https://www.theguardian.com/environment/2022/nov/16/a-beautiful-milestone-coral-grown-in-great-barrier-reef-nursery-spawns-for-first-time,The Guardian,15-11-2022,14:00:08,flood,negative,0,England,London,51.5074,-0.1278
"Traditional British garden under threat from extreme heat, says RHS",https://www.theguardian.com/environment/2022/jul/21/traditional-british-garden-under-threat-from-extreme-heat-says-rhs,The Guardian,21-07-2022,05:00:39,flood,negative,0.176056338,England,Lincolnshire,53.1823034,-0.2031209
"Cop27 first week roundup: powerful dispatches, muted protest, little cash",https://www.theguardian.com/environment/2022/nov/12/cop27-first-week-roundup-powerful-dispatches-muted-protest-little-cash,The Guardian,12-11-2022,07:00:34,flood,negative,0.23364486,England,London,51.5074,-0.1278
Unusually high temperatures to hit western Europe this week,https://www.theguardian.com/environment/2022/may/16/unusually-high-temperatures-to-hit-western-europe-this-week,The Guardian,16-05-2022,08:01:19,flood,neutral,0.779220779,England,London,51.5074,-0.1278
Young people go to European court to stop treaty that aids fossil fuel investors,https://www.theguardian.com/environment/2022/jun/21/young-people-go-to-european-court-to-stop-treaty-that-aids-fossil-fuel-investors,The Guardian,21-06-2022,05:00:29,flood,negative,0.491400491,England,London,51.5074,-0.1278
Hail Mary! Statues trip down the Wye raises chicken pollution issue,https://www.theguardian.com/environment/2022/aug/16/hail-mary-statues-trip-down-the-wye-raises-chicken-pollution-issue,The Guardian,16-08-2022,15:25:42,flood,positive,0.128700129,England,London,51.5074,-0.1278
A beginners guide to planting trees  and fighting the climate crisis,https://www.theguardian.com/environment/2022/apr/15/beginners-guide-to-planting-trees-and-fighting-climate-crisis,The Guardian,15-04-2022,10:00:28,flood,positive,0.045703839,England,Oxfordshire,51.833333,-1.25
"A deal on loss and damage, but a blow to 1.5C  what will be Cop27s legacy?",https://www.theguardian.com/environment/2022/nov/20/deal-on-loss-and-damage-fund-at-cop27-marks-climbdown-by-rich-countries,The Guardian,20-11-2022,17:32:17,flood,negative,0.217485863,Scotland,Glasgow,55.861155,-4.2501687
"Londons food-growing schemes offer harvest of fruit, veg and friendship",https://www.theguardian.com/environment/2022/jun/04/londons-food-growing-schemes-offer-harvest-of-fruit-veg-and-friendship,The Guardian,04-06-2022,11:00:35,flood,negative,0.094428706,England,Bedfordshire,52.0640034,-0.4111138
"Only 6% of G20 pandemic recovery spending green, analysis finds",https://www.theguardian.com/environment/2022/mar/02/only-6-of-g20-pandemic-recovery-spending-green-analysis-finds,The Guardian,02-03-2022,16:00:43,flood,positive,0.138504155,Scotland,Glasgow,55.861155,-4.2501687
Extinction Rebellion vows fossil fuels protest will grind London to a halt,https://www.theguardian.com/environment/2022/apr/08/extinction-rebellion-fossil-fuels-protest-grind-london-halt,The Guardian,08-04-2022,09:53:28,flood,negative,0.128534704,England,London,51.5074456,-0.1277653
Carbon bombs and Gulf Stream collapse: the most urgent climate stories of our time,https://www.theguardian.com/environment/2022/sep/27/guardian-climate-journalism-impact-carbon-bombs-gulf-stream,The Guardian,27-09-2022,07:00:16,flood,negative,0.118623962,England,reading,51.4514953,-0.9836342
Ranked: how green are the Tory leadership candidates?,https://www.theguardian.com/environment/2022/jul/08/ranked-how-green-are-the-tory-leadership-candidates,The Guardian,08-07-2022,11:04:40,flood,neutral,0.078740157,Scotland,Glasgow,55.861155,-4.2501687
Thank you for giving generously to the Guardian and Observer charity appeal,https://www.theguardian.com/environment/2022/jan/15/thank-you-for-giving-generously-to-the-guardian-and-observer-charity-appeal,The Guardian,15-01-2022,07:00:16,flood,negative,0.366972477,Scotland,Glasgow,55.861155,-4.2501687
Ben Goldsmith: next PM must back plan for farm subsidies to protect nature,https://www.theguardian.com/environment/2022/jul/22/ben-goldsmith-next-pm-back-plan-farm-subsidies-protect-nature,The Guardian,22-07-2022,10:21:27,flood,positive,0.083963056,England,Sussex,50.9445139,-0.0622673
Campaigners fear net zero could be a casualty of Boris Johnsons weakness,https://www.theguardian.com/environment/2022/feb/09/campaigners-fear-net-zero-could-be-a-casualty-of-boris-johnsons-weakness,The Guardian,09-02-2022,10:47:17,flood,positive,0.113378685,Wales,Wales,52.2928116,-3.73893
Like a public shaming: a night with the eco-activists deflating SUV tires,https://www.theguardian.com/environment/2022/jul/27/tire-deflators-suv-new-york-climate-crisis,The Guardian,27-07-2022,09:00:14,flood,negative,0.132625995,England,York,53.9656578,-1.0743052
"Better use of groundwater could transform Africa, research says",https://www.theguardian.com/environment/2022/mar/21/better-use-of-groundwater-could-transform-africa-research-says,The Guardian,21-03-2022,11:50:56,flood,positive,0.128040973,England,London,51.5074,-0.1278
Toxic waste revealed as eroding coastlines expose old landfills,https://www.theguardian.com/environment/2022/mar/17/toxic-waste-revealed-as-eroding-coastlines-expose-old-landfills,The Guardian,17-03-2022,10:30:25,flood,negative,0.645855759,England,London,51.5074456,-0.1277653
Seed banks: the last line of defense against a threatening global food crisis,https://www.theguardian.com/environment/2022/apr/15/seed-banks-the-last-line-of-defense-against-a-threatening-global-food-crisis,The Guardian,15-04-2022,10:00:29,flood,negative,0.159235669,England,Sussex,50.9445139,-0.0622673
Fireproof Australia: who are the radical Extinction Rebellion splinter group?,https://www.theguardian.com/environment/2022/apr/10/fireproof-australia-who-are-the-radical-extinction-rebellion-splinter-group,The Guardian,09-04-2022,20:00:02,flood,neutral,0.156985871,Wales,Wales,52.2928116,-3.73893
A cut-and-paste attack on electric vehicle batteries and renewables is spanning the globe. But is it right? | Temperature Check,https://www.theguardian.com/environment/2022/mar/31/a-cut-and-paste-attack-on-electric-vehicle-batteries-and-renewables-is-spanning-the-globe-but-is-it-right,The Guardian,30-03-2022,22:30:30,flood,positive,0.152091255,England,London,51.5074,-0.1278
Summit to be extended to Saturday as talks remain gridlocked  as it happened,https://www.theguardian.com/environment/live/2022/nov/18/cop27-egypt-eu-finance-fund-poorer-countries-climate-conference-live,The Guardian,18-11-2022,17:59:08,flood,negative,0.174081238,England,reading,51.4514953,-0.9836342
"Dank, ancient and quite fantastic: Scotlands peat bogs breathe again",https://www.theguardian.com/environment/2022/jan/04/dank-ancient-and-quite-fantastic-scotland-peat-bogs-breathe-again-aoe,The Guardian,04-01-2022,07:30:09,flood,positive,0.227272727,Scotland,Scotland,56.7861112,-4.1140518
Revealed: how climate breakdown is supercharging toll of extreme weather,https://www.theguardian.com/environment/2022/aug/04/climate-breakdown-supercharging-extreme-weather,The Guardian,04-08-2022,15:37:33,flood,negative,0.304414003,England,South Wales,51.6808582,-3.1305139
"Sewage sleuths: the men who revealed the slow, dirty death of Welsh and English rivers",https://www.theguardian.com/environment/2022/aug/04/sewage-sleuths-river-pollution-slow-dirty-death-of-welsh-and-english-rivers,The Guardian,04-08-2022,05:00:47,flood,negative,0.040708325,England,Oxfordshire,51.833333,-1.25
Drought threatens UK governments mass forestry scheme,https://www.theguardian.com/environment/2022/sep/21/drought-threatens-uk-mass-forestry-scheme-tree,The Guardian,21-09-2022,15:56:27,drought,negative,0.485436893,England,London,51.5074456,-0.1277653
UK facing drought in August following extreme heat,https://www.theguardian.com/environment/2022/jul/25/uk-drought-extreme-heat-dry,The Guardian,25-07-2022,13:01:36,drought,negative,1,England,Yorkshire,53.9825271,-1.38525
UK heatwave: easy ways to save water during a drought,https://www.theguardian.com/environment/2022/aug/13/uk-heatwave-save-water-drought,The Guardian,13-08-2022,07:00:34,drought,positive,0.274914089,England,Exeter,50.7256138,-3.5269209
What happens when drought is declared by the UK government?,https://www.theguardian.com/environment/2022/aug/11/what-will-happen-if-drought-declared-uk-government,The Guardian,12-08-2022,13:08:00,drought,positive,1,Wales,Wales,52.2928116,-3.73893
Fears drought and high gas prices could cause UK food shortages this winter,https://www.theguardian.com/environment/2022/sep/12/fears-drought-high-energy-prices-uk-food-shortages-winter,The Guardian,12-09-2022,11:43:58,drought,positive,0.934579439,Scotland,Scotland,56.7861112,-4.1140518
Why are some areas of the UK in drought? A visual guide,https://www.theguardian.com/environment/2022/aug/19/why-areas-uk-drought-visual-guide,The Guardian,19-08-2022,07:59:35,drought,neutral,1,England,Yorkshire,53.9825271,-1.38525
England failing to invest in water networks to avoid future droughts,https://www.theguardian.com/environment/2022/aug/15/england-failing-to-invest-in-water-networks-to-avoid-future-droughts,The Guardian,14-08-2022,23:02:20,drought,negative,1,England,Bedfordshire,52.0640034,-0.4111138
Soil healing and olive growing: how UK farms are coping with looming drought,https://www.theguardian.com/environment/2022/aug/12/soil-healing-olive-growing-how-uk-farms-coping-looming-drought,The Guardian,12-08-2022,09:43:45,drought,positive,0.36036036,Wales,Wales,52.2928116,-3.73893
UK weather: drought expected to be declared in parts of England on Friday,https://www.theguardian.com/uk-news/2022/aug/11/firefighters-completely-unprepared-for-high-fire-risk-in-uk-warns-union,The Guardian,11-08-2022,13:59:08,drought,negative,0.829875519,England,Hampshire,51.0449814,-1.2433133
Drought declared across eight areas of England,https://www.theguardian.com/environment/2022/aug/12/drought-declared-england-hosepipe-ban-water-restrictions,The Guardian,12-08-2022,10:59:44,drought,positive,1,England,Kent,51.2070748,0.7210362
UK wildlife devastated by litany of weather extremes in 2022,https://www.theguardian.com/environment/2022/dec/28/uk-wildlife-devastated-by-litany-of-weather-extremes-in-2022,The Guardian,28-12-2022,06:00:44,drought,neutral,0.609013398,England,Devon,50.7241405,-3.6607788
Thames Water reports profits boom despite surge in burst pipes during drought,https://www.theguardian.com/environment/2022/dec/05/thames-water-reports-profits-boom-despite-surge-in-burst-pipes-during-drought,The Guardian,05-12-2022,19:20:41,drought,neutral,0.889453621,England,London,51.5074456,-0.1277653
"England could be in drought beyond spring 2023, say ministers",https://www.theguardian.com/environment/2022/oct/14/england-could-be-in-drought-beyond-spring-2023,The Guardian,14-10-2022,12:34:10,drought,positive,1,England,London,51.5074,-0.1278
"Climate crisis made summer drought 20 times more likely, scientists find",https://www.theguardian.com/environment/2022/oct/05/climate-crisis-made-summer-drought-20-times-more-likely-scientists-find,The Guardian,05-10-2022,21:00:18,drought,neutral,1,England,London,51.5074456,-0.1277653
Calls to cut bonuses for UK water bosses until reservoirs built and leaks fixed,https://www.theguardian.com/environment/2022/aug/15/uk-water-boss-bonuses-reservoirs-built-leaks-fixed,The Guardian,15-08-2022,14:05:30,drought,positive,0.205973223,England,Brighton,50.8214626,-0.1400561
Slug numbers appear to shrivel after UK heatwave,https://www.theguardian.com/environment/2022/sep/27/slug-numbers-appear-to-shrivel-after-uk-heatwave,The Guardian,27-09-2022,05:00:14,drought,neutral,0.409276944,England,Cambridge,52.2055314,0.1186637
Drought in Britain: the lessons we can learn from Europe,https://www.theguardian.com/environment/2022/aug/14/drought-in-britain-the-lessons-we-can-learn-from-europe,The Guardian,14-08-2022,06:00:01,drought,negative,0.287769784,Scotland,Scotland,56.7861112,-4.1140518
"Act now on water or face emergency queues on the streets, UK warned",https://www.theguardian.com/environment/2022/jul/31/drought-water-queues-uk-hosepipe-ban-compulsory-metering,The Guardian,31-07-2022,05:00:46,drought,positive,0.406504065,England,Hampshire,51.0449814,-1.2433133
Millions more in England facing hosepipe ban ahead of drought ruling,https://www.theguardian.com/business/2022/aug/12/yorkshire-water-announces-hosepipe-ban-after-record-low-rainfall,The Guardian,12-08-2022,07:13:24,drought,neutral,0.696055684,England,Kent,51.2070748,0.7210362
Weather tracker: drought declared in England after driest July since 1935,https://www.theguardian.com/environment/2022/aug/15/weather-tracker-drought-declared-in-england-after-driest-july-since-1935,The Guardian,15-08-2022,10:08:27,drought,neutral,0.954653938,England,Yorkshire,53.9825271,-1.38525
Source of River Thames dries out for first time during drought,https://www.theguardian.com/environment/2022/aug/04/source-of-river-thames-dries-out-for-first-time-during-drought,The Guardian,04-08-2022,17:15:23,drought,neutral,0.692520776,England,Kent,51.2070748,0.7210362
With ever hotter UK summers its time to rethink the future of grass,https://www.theguardian.com/environment/2022/oct/02/with-ever-hotter-uk-summers-its-time-to-rethink-the-future-of-grass,The Guardian,02-10-2022,06:00:30,drought,positive,0.465116279,England,Norfolk,52.666667,1
Number of butterflies in UK falls to lowest since surveys began,https://www.theguardian.com/environment/2022/oct/07/number-of-butterflies-in-uk-falls-to-lowest-since-surveys-began,The Guardian,07-10-2022,06:00:51,drought,neutral,0.490998363,England,London,51.5074,-0.1278
Water firms consider bans on filling public pools and car washing to fight drought,https://www.theguardian.com/environment/2022/sep/13/stricter-curbs-may-be-imposed-on-water-use-in-england-as-supplies-run-low,The Guardian,13-09-2022,12:41:09,drought,positive,1,England,Yorkshire,53.9825271,-1.38525
"The impact of drought in England: water restrictions, fire risks and farming hardship",https://www.theguardian.com/environment/2022/aug/11/the-impact-of-drought-in-england-water-restrictions-fire-risks-and-farming-hardship,The Guardian,11-08-2022,19:07:05,drought,neutral,1,Scotland,Scotland,56.7861112,-4.1140518
"Up to £60m in UK crops left to rot owing to lack of workers, says NFU",https://www.theguardian.com/environment/2022/aug/15/pounds-60m-in-uk-crops-left-to-rot-lack-of-workers-nfu-farming,The Guardian,15-08-2022,15:01:49,drought,positive,0.187265918,England,London,51.5074,-0.1278
Dealing with drought: how fog collectors are providing trees with water in Spain,https://www.theguardian.com/environment/2022/aug/26/fog-collectors-reforestation-trees-canary-islands-portugal-eu-aoe,The Guardian,26-08-2022,06:45:26,drought,positive,0.262467192,England,London,51.5074,-0.1278
Flushing the loo to gardening: how to save water around the home,https://www.theguardian.com/environment/2022/aug/09/flushing-the-loo-to-gardening-how-to-save-water-around-the-home,The Guardian,09-08-2022,15:34:08,drought,positive,0.169204738,Wales,bath,51.3813864,-2.3596963
Unique autumn show predicted for UK trees  but decline may follow,https://www.theguardian.com/environment/2022/sep/29/autumn-show-uk-trees-extreme-summers-national-trust,The Guardian,29-09-2022,05:00:28,drought,negative,0.357142857,England,Wiltshire,51.25,-1.916667
Food waste: green vegetable and potato crop glut after mild UK autumn,https://www.theguardian.com/environment/2022/dec/02/food-waste-green-vegetable-potato-crop-glut-mild-uk-autumn,The Guardian,02-12-2022,15:00:18,drought,neutral,0.179533214,England,London,51.5074,-0.1278
UK rivers on red alert as water firms face call for more hosepipe bans,https://www.theguardian.com/environment/2022/aug/05/uk-rivers-on-red-alert-as-water-firms-face-call-for-more-hosepipe-bans,The Guardian,05-08-2022,15:56:43,drought,negative,0.664767331,Scotland,Scotland,56.7861112,-4.1140518
Autumn has arrived in the UK  but the season is not like it used to be,https://www.theguardian.com/environment/2022/sep/25/autumn-uk-milder-season-flora-fauna,The Guardian,25-09-2022,12:00:32,drought,negative,0.311850312,England,Bedfordshire,52.0640034,-0.4111138
"Cool periods in UK are warmer than they used to be, say weather experts",https://www.theguardian.com/environment/2022/jul/28/cool-periods-uk-warmer-weather-heatwaves-climate-crisis,The Guardian,28-07-2022,05:00:38,drought,negative,0.399467377,England,London,51.5074456,-0.1277653
Cop27 climate summit: window for avoiding catastrophe is closing fast,https://www.theguardian.com/environment/2022/oct/30/cop27-climate-summit-window-for-avoiding-catastrophe-is-closing-fast,The Guardian,30-10-2022,07:00:21,drought,negative,0.407497963,Scotland,Glasgow,55.861155,-4.2501687
UK farmers count cost as heatwave kills fruit and vegetable crops,https://www.theguardian.com/environment/2022/aug/01/uk-farmers-count-cost-as-heatwave-kills-fruit-and-vegetable-crops,The Guardian,01-08-2022,10:55:40,drought,negative,0.163398693,England,London,51.5074456,-0.1277653
Farmers call for Truss and Sunak to tackle immoral water wastage,https://www.theguardian.com/environment/2022/aug/09/farmers-truss-sunak-immoral-water-wastage,The Guardian,09-08-2022,09:42:30,drought,neutral,0.518672199,England,Wiltshire,51.25,-1.916667
Falling leaves in August: has autumn come early?,https://www.theguardian.com/environment/2022/sep/08/falling-leaves-in-august-has-autumn-come-early,The Guardian,08-09-2022,05:00:07,drought,neutral,1,England,London,51.5074,-0.1278
People in England urged to curb water use amid driest conditions since 1976,https://www.theguardian.com/environment/2022/jul/26/england-drought-people-urged-curb-water-use-reservoir-level-fall-hosepipe-ban,The Guardian,26-07-2022,17:21:29,drought,neutral,0.643086817,England,Yorkshire,53.9825271,-1.38525
"UKs ancient woodlands at risk from investment zones, say charities",https://www.theguardian.com/environment/2022/oct/19/uk-ancient-woodlands-investment-zones-environmental-planning-rules,The Guardian,19-10-2022,15:00:29,drought,positive,0.133868809,England,London,51.5074,-0.1278
Day of 40C shocks scientists as UK heat record absolutely obliterated,https://www.theguardian.com/environment/2022/jul/19/day-of-40c-shocks-scientists-as-uk-heat-record-absolutely-obliterated,The Guardian,19-07-2022,15:07:05,drought,neutral,0.227272727,England,London,51.5074456,-0.1277653
"River-flow rates in England at lowest point since 2002, data shows",https://www.theguardian.com/environment/2022/aug/26/river-flow-rate-england-water-drought-environment-data,The Guardian,26-08-2022,09:13:30,drought,negative,1,England,east of England,52.2199774,0.4875777
UK sports clubs boost biodiversity by letting nature go wild on their grounds,https://www.theguardian.com/environment/2022/jul/31/the-crowd-goes-wild-as-sports-clubs-bring-nature-off-the-bench-aoe,The Guardian,02-08-2022,09:11:15,drought,positive,0.08,Scotland,Scotland,56.7861112,-4.1140518
"Heat deaths, scorched trees and civil unrest: life on the climate frontline in 2022",https://www.theguardian.com/environment/2022/sep/29/heat-deaths-scorched-trees-and-civil-unrest-life-on-the-climate-frontline-in-2022,The Guardian,29-09-2022,07:00:30,drought,negative,0.100401606,England,London,51.5074456,-0.1277653
Thames Water announces hosepipe ban across south of England,https://www.theguardian.com/environment/2022/aug/17/thames-water-announces-hosepipe-ban-south-england-london,The Guardian,17-08-2022,07:06:09,drought,positive,0.99009901,England,London,51.5074456,-0.1277653
Carbon timebomb: climate crisis threatens to destroy Congo peatlands,https://www.theguardian.com/environment/2022/nov/02/carbon-timebomb-climate-crisis-threatens-to-destroy-congo-peatlands,The Guardian,02-11-2022,16:00:05,drought,negative,0.568181818,England,London,51.5074456,-0.1277653
Environmental review of 2022: another mile on the highway to climate hell,https://www.theguardian.com/environment/2022/dec/30/environmental-review-of-2022-another-mile-on-the-highway-to-climate-hell,The Guardian,30-12-2022,12:09:51,drought,negative,0.152129817,England,London,51.5074,-0.1278
South East Water announces hosepipe ban for Kent and Sussex,https://www.theguardian.com/environment/2022/aug/03/south-east-water-announces-hosepipe-ban-kent-and-sussex,The Guardian,03-08-2022,09:04:23,drought,neutral,0.516351119,England,Hampshire,51.0449814,-1.2433133
Millions may face hosepipe ban after Englands driest July since 1911,https://www.theguardian.com/environment/2022/jul/29/southern-water-announces-hosepipe-ban-amid-uk-drought-fears,The Guardian,29-07-2022,15:51:29,drought,negative,0.549450549,England,Hampshire,51.0449814,-1.2433133
Soon the world will be unrecognisable: is it still possible to prevent total climate meltdown?,https://www.theguardian.com/environment/2022/jul/30/total-climate-meltdown-inevitable-heatwaves-global-catastrophe,The Guardian,30-07-2022,15:48:24,drought,negative,0.227100681,Scotland,Glasgow,55.861155,-4.2501687
"Spain and Portugal suffering driest climate for 1,200 years, research shows",https://www.theguardian.com/environment/2022/jul/04/spain-and-portugal-suffering-driest-climate-for-1200-years-research-shows,The Guardian,04-07-2022,15:00:01,drought,neutral,0.343642612,England,London,51.5074,-0.1278
Disease-resistant pigs and oily plants  why UK scientists seek to alter food genes,https://www.theguardian.com/environment/2022/may/14/uk-scientists-food-gene-editing-genetic-technology,The Guardian,14-05-2022,16:23:10,drought,neutral,0.227963526,Scotland,Scotland,56.7861112,-4.1140518
Water firms in England and Wales lost 1tn litres via leaky pipes in 2021,https://www.theguardian.com/environment/2022/aug/19/water-firms-england-wales-litres-leaky-pipes-ofwat,The Guardian,19-08-2022,12:56:08,drought,positive,0.338218715,England,Kent,51.2070748,0.7210362
Thames Water to introduce hosepipe ban in coming weeks,https://www.theguardian.com/environment/2022/aug/09/thames-water-to-introduce-hosepipe-ban-in-coming-weeks,The Guardian,09-08-2022,13:38:16,drought,neutral,0.536193029,England,Kent,51.2070748,0.7210362
Buzz stops: bus shelter roofs turned into gardens for bees and butterflies,https://www.theguardian.com/environment/2022/sep/24/bus-shelter-roofs-turned-into-gardens-for-bees-butterflies-aoe,The Guardian,24-09-2022,10:00:01,drought,positive,0.110864745,England,Leicester,52.6362,-1.1331969
Funding needed for climate disasters has risen more than 800% in 20 years,https://www.theguardian.com/environment/2022/jun/07/funding-needed-for-climate-disasters-has-risen-more-than-800-in-20-years,The Guardian,07-06-2022,06:00:05,drought,negative,0.389105058,Scotland,Glasgow,55.861155,-4.2501687
"Prevent tree extinctions or face global ecological catastrophe, scientists warn",https://www.theguardian.com/environment/2022/sep/02/tree-extinctions-species-wildlife-ecosystems-scientists-aoe,The Guardian,02-09-2022,11:04:29,drought,positive,0.132625995,England,London,51.5074,-0.1278
"Poor performance now the norm for some water firms, warns Ofwat",https://www.theguardian.com/environment/2022/dec/08/poor-performance-now-the-norm-for-some-uk-water-firms-warns-ofwat,The Guardian,08-12-2022,14:51:25,drought,positive,0.149700599,England,Portsmouth,50.800031,-1.0906023
Students could save our rotting crops | Brief letters,https://www.theguardian.com/environment/2022/aug/16/students-could-save-our-rotting-crops,The Guardian,16-08-2022,16:07:07,drought,positive,0.354609929,England,Kent,51.2070748,0.7210362
A tip to clean clothes that will not wash | Letter,https://www.theguardian.com/environment/2022/aug/15/a-tip-to-clean-clothes-that-will-not-wash,The Guardian,15-08-2022,16:20:41,drought,positive,0.444444444,England,Gloucestershire,51.7643786,-2.1880662
"Breaking climate vows would be monstrous self-harm, warns Cop26 president",https://www.theguardian.com/environment/2022/may/15/breaking-climate-vows-would-be-monstrous-self-harm-warns-cop26-president,The Guardian,15-05-2022,21:58:40,drought,negative,0.572246066,Scotland,Glasgow,55.861155,-4.2501687
